user_id,name,email,US_state,Gender,Item_id,Rating,datetime
93,Richardson,billynguyen@yahoo.com,NY,F,9,5,"(datetime.datetime(1993, 8, 25, 3, 1, 52), 3416.180022366969)"
86,Anderson,lisafoster@yahoo.com,IL,F,3,0,"(datetime.datetime(1993, 8, 25, 4, 1, 52), 550.3128237624152)"
25,Hernandez,xross@hotmail.com,MA,M,3,3,"(datetime.datetime(1993, 8, 25, 5, 1, 52), 1889.041668565356)"
98,Rodriguez,dawnallen@gmail.com,WA,F,14,4,"(datetime.datetime(1993, 8, 25, 6, 1, 52), 2374.6505874809272)"
6,Watson,jonathanbuchanan@gmail.com,FL,F,12,2,"(datetime.datetime(1993, 8, 25, 7, 1, 52), 1129.5509338533557)"
5,Jennings,martinezrichard@hotmail.com,WA,M,5,1,"(datetime.datetime(1993, 8, 25, 8, 1, 52), 3342.4996899805697)"
72,Buck,nzamora@hotmail.com,WA,M,11,2,"(datetime.datetime(1993, 8, 25, 9, 1, 52), 765.092293987043)"
62,Smith,ginarivera@hotmail.com,Texas,Not Specified,6,3,"(datetime.datetime(1993, 8, 25, 10, 1, 52), 2917.409494825405)"
95,Nguyen,hannah80@hotmail.com,Texas,M,1,2,"(datetime.datetime(1993, 8, 25, 11, 1, 52), 1979.8863597841655)"
67,Lopez,davidjohnson@hotmail.com,MA,F,4,2,"(datetime.datetime(1993, 8, 25, 12, 1, 52), 1460.7716717502285)"
60,Young,jenkinsbrian@gmail.com,WA,M,11,3,"(datetime.datetime(1993, 8, 25, 13, 1, 52), 1508.743582684607)"
3,Henry,johnschristian@hotmail.com,NY,F,2,5,"(datetime.datetime(1993, 8, 25, 14, 1, 52), 2662.9350114594267)"
46,Jones,jmiller@gmail.com,SF,F,9,3,"(datetime.datetime(1993, 8, 25, 15, 1, 52), 865.7139446099235)"
87,Perez,michael14@hotmail.com,WA,F,5,3,"(datetime.datetime(1993, 8, 25, 16, 1, 52), 2049.4422868928796)"
64,Rodriguez,wrightkyle@gmail.com,NY,F,1,3,"(datetime.datetime(1993, 8, 25, 17, 1, 52), 1703.09005634608)"
27,Dawson,savannah76@hotmail.com,Texas,M,9,1,"(datetime.datetime(1993, 8, 25, 18, 1, 52), 2900.3343784344675)"
19,Diaz,qramirez@gmail.com,NY,F,3,2,"(datetime.datetime(1993, 8, 25, 19, 1, 52), 67.32474048468937)"
24,Harvey,jamesgiles@hotmail.com,FL,F,11,3,"(datetime.datetime(1993, 8, 25, 20, 1, 52), 298.76087768131123)"
89,Blair,agibson@gmail.com,Texas,M,4,2,"(datetime.datetime(1993, 8, 25, 21, 1, 52), 310.6214965588446)"
70,Smith,xstanton@yahoo.com,NY,F,12,2,"(datetime.datetime(1993, 8, 25, 22, 1, 52), 3385.8870909782368)"
1,Wilson,meganballard@yahoo.com,Texas,M,10,2,"(datetime.datetime(1993, 8, 25, 23, 1, 52), 1988.0524288915608)"
43,Vega,vayala@yahoo.com,NY,M,8,3,"(datetime.datetime(1993, 8, 26, 0, 1, 52), 104.86569011562179)"
63,Kennedy,xibarra@yahoo.com,WA,F,11,2,"(datetime.datetime(1993, 8, 26, 1, 1, 52), 1474.553792435495)"
98,Reid,holmestrevor@gmail.com,MA,Not Specified,12,4,"(datetime.datetime(1993, 8, 26, 2, 1, 52), 1942.295394475446)"
15,Garcia,bcrane@hotmail.com,IL,M,14,2,"(datetime.datetime(1993, 8, 26, 3, 1, 52), 716.1529413317539)"
33,Mccarthy,aguilarmarcus@gmail.com,Texas,F,9,2,"(datetime.datetime(1993, 8, 26, 4, 1, 52), 257.8651979791901)"
98,Smith,nhenry@gmail.com,SF,F,5,2,"(datetime.datetime(1993, 8, 26, 5, 1, 52), 1425.00540266936)"
74,Montgomery,matthewcraig@hotmail.com,Texas,F,15,3,"(datetime.datetime(1993, 8, 26, 6, 1, 52), 1345.111843499166)"
27,Webster,rsmith@gmail.com,Texas,M,7,3,"(datetime.datetime(1993, 8, 26, 7, 1, 52), 818.733704971486)"
71,Owens,edwardlawrence@yahoo.com,FL,F,7,2,"(datetime.datetime(1993, 8, 26, 8, 1, 52), 779.1021884479829)"
49,Frank,ronalddiaz@hotmail.com,Texas,M,14,3,"(datetime.datetime(1993, 8, 26, 9, 1, 52), 3524.966071067212)"
99,Rogers,murilloshelby@hotmail.com,MA,F,6,2,"(datetime.datetime(1993, 8, 26, 10, 1, 52), 1841.9026060368933)"
90,Monroe,julie82@gmail.com,NY,M,2,2,"(datetime.datetime(1993, 8, 26, 11, 1, 52), 2485.9796841756224)"
27,Erickson,ytyler@hotmail.com,SF,Not Specified,14,2,"(datetime.datetime(1993, 8, 26, 12, 1, 52), 3467.3405813159075)"
34,Ortiz,christophermoreno@gmail.com,IL,F,5,5,"(datetime.datetime(1993, 8, 26, 13, 1, 52), 3285.968626336344)"
12,Lynch,stephenchandler@yahoo.com,SF,M,5,3,"(datetime.datetime(1993, 8, 26, 14, 1, 52), 1056.3383342160987)"
56,Hart,mosschristopher@hotmail.com,WA,Not Specified,12,3,"(datetime.datetime(1993, 8, 26, 15, 1, 52), 1786.8331208452682)"
22,Crane,matthewbarrera@gmail.com,MA,F,7,2,"(datetime.datetime(1993, 8, 26, 16, 1, 52), 2181.9390050056777)"
30,Vargas,moontiffany@gmail.com,NY,M,9,2,"(datetime.datetime(1993, 8, 26, 17, 1, 52), 2471.168829790046)"
11,Miller,karenwolfe@hotmail.com,FL,Not Specified,2,2,"(datetime.datetime(1993, 8, 26, 18, 1, 52), 2166.4417628363385)"
54,Anderson,lbonilla@gmail.com,WA,F,4,2,"(datetime.datetime(1993, 8, 26, 19, 1, 52), 2228.287839388325)"
76,Webb,denise31@hotmail.com,FL,F,15,4,"(datetime.datetime(1993, 8, 26, 20, 1, 52), 411.633111500303)"
49,Davis,harrisjohn@hotmail.com,MA,F,10,2,"(datetime.datetime(1993, 8, 26, 21, 1, 52), 382.4468127156467)"
60,Silva,jason19@yahoo.com,FL,F,10,5,"(datetime.datetime(1993, 8, 26, 22, 1, 52), 1507.7293350038708)"
12,Diaz,lisa02@hotmail.com,FL,M,4,3,"(datetime.datetime(1993, 8, 26, 23, 1, 52), 2250.068231211138)"
87,Miller,nicholas76@hotmail.com,WA,M,3,3,"(datetime.datetime(1993, 8, 27, 0, 1, 52), 1992.2308709244217)"
75,Hernandez,lynchpeter@yahoo.com,Texas,F,13,2,"(datetime.datetime(1993, 8, 27, 1, 1, 52), 2734.510543837092)"
49,Martinez,christina50@gmail.com,SF,F,6,3,"(datetime.datetime(1993, 8, 27, 2, 1, 52), 2803.2825891979455)"
34,Hudson,nmartinez@hotmail.com,NY,Not Specified,14,0,"(datetime.datetime(1993, 8, 27, 3, 1, 52), 360.4159009081607)"
60,Walters,ayoung@yahoo.com,MA,F,6,1,"(datetime.datetime(1993, 8, 27, 4, 1, 52), 1027.756735912147)"
29,Gentry,imartinez@yahoo.com,NY,F,9,1,"(datetime.datetime(1993, 8, 27, 5, 1, 52), 2880.3796993102446)"
53,Richards,anthonysmith@yahoo.com,SF,F,14,1,"(datetime.datetime(1993, 8, 27, 6, 1, 52), 2407.3196724124514)"
84,Gibson,jonathansparks@hotmail.com,WA,M,1,3,"(datetime.datetime(1993, 8, 27, 7, 1, 52), 2813.838583813623)"
29,Johnston,nroberts@yahoo.com,MA,F,10,3,"(datetime.datetime(1993, 8, 27, 8, 1, 52), 2890.82288728057)"
67,Allen,elizabethbaker@hotmail.com,Texas,M,5,5,"(datetime.datetime(1993, 8, 27, 9, 1, 52), 1376.4421995607972)"
79,Rivera,jennifer72@gmail.com,FL,F,6,2,"(datetime.datetime(1993, 8, 27, 10, 1, 52), 812.1929859107305)"
99,Fisher,robert06@yahoo.com,IL,M,13,2,"(datetime.datetime(1993, 8, 27, 11, 1, 52), 595.1082476941577)"
74,Jordan,fmccoy@gmail.com,SF,F,4,2,"(datetime.datetime(1993, 8, 27, 12, 1, 52), 296.5851037860731)"
7,Wagner,brian09@hotmail.com,MA,F,11,3,"(datetime.datetime(1993, 8, 27, 13, 1, 52), 982.6793322284288)"
96,Bush,kelly24@hotmail.com,Texas,F,4,2,"(datetime.datetime(1993, 8, 27, 14, 1, 52), 2864.165231325967)"
73,Andrade,hallsteven@yahoo.com,MA,F,6,5,"(datetime.datetime(1993, 8, 27, 15, 1, 52), 2357.1751992409963)"
49,Pierce,joshuajohnson@gmail.com,NY,M,2,2,"(datetime.datetime(1993, 8, 27, 16, 1, 52), 2010.4983849469668)"
99,Schneider,harrislinda@gmail.com,Texas,F,3,0,"(datetime.datetime(1993, 8, 27, 17, 1, 52), 2542.2559273671536)"
17,Collins,cbishop@gmail.com,SF,F,7,2,"(datetime.datetime(1993, 8, 27, 18, 1, 52), 1784.4983562209343)"
6,Bruce,tamaraevans@yahoo.com,FL,F,14,2,"(datetime.datetime(1993, 8, 27, 19, 1, 52), 892.3522540475872)"
75,Hicks,jennifer86@gmail.com,WA,F,14,3,"(datetime.datetime(1993, 8, 27, 20, 1, 52), 1588.94321487604)"
44,Luna,amy55@yahoo.com,Texas,F,5,2,"(datetime.datetime(1993, 8, 27, 21, 1, 52), 2264.975049811422)"
20,Huang,felliott@hotmail.com,MA,M,11,3,"(datetime.datetime(1993, 8, 27, 22, 1, 52), 1415.1571560391176)"
4,Gonzales,masonsamuel@gmail.com,NY,F,2,2,"(datetime.datetime(1993, 8, 27, 23, 1, 52), 874.2403215993274)"
42,Guerrero,fordkevin@gmail.com,MA,F,2,2,"(datetime.datetime(1993, 8, 28, 0, 1, 52), 2799.9320948649793)"
51,Erickson,josephmorales@yahoo.com,WA,F,15,2,"(datetime.datetime(1993, 8, 28, 1, 1, 52), 1882.9930291165722)"
46,Smith,rolsen@gmail.com,NY,M,9,2,"(datetime.datetime(1993, 8, 28, 2, 1, 52), 2004.4532599147135)"
35,Bradley,todd88@gmail.com,NY,F,14,1,"(datetime.datetime(1993, 8, 28, 3, 1, 52), 1300.799715420834)"
69,Brown,bakernicholas@yahoo.com,NY,M,15,2,"(datetime.datetime(1993, 8, 28, 4, 1, 52), 2293.9085055699315)"
27,Torres,fordtimothy@hotmail.com,SF,Not Specified,11,2,"(datetime.datetime(1993, 8, 28, 5, 1, 52), 1439.5087570956962)"
13,Clark,sarah90@hotmail.com,IL,M,2,1,"(datetime.datetime(1993, 8, 28, 6, 1, 52), 1619.2086042892965)"
13,Rogers,freemankimberly@hotmail.com,IL,M,5,2,"(datetime.datetime(1993, 8, 28, 7, 1, 52), 1986.661586882504)"
98,Smith,hamiltontaylor@hotmail.com,NY,F,5,3,"(datetime.datetime(1993, 8, 28, 8, 1, 52), 1593.7816870689674)"
50,Chase,carldickerson@hotmail.com,MA,M,13,2,"(datetime.datetime(1993, 8, 28, 9, 1, 52), 2524.4164490036596)"
18,Wolf,reedtiffany@hotmail.com,NY,F,12,3,"(datetime.datetime(1993, 8, 28, 10, 1, 52), 3092.581861903254)"
87,Clark,vturner@gmail.com,Texas,F,2,2,"(datetime.datetime(1993, 8, 28, 11, 1, 52), 3118.870034985414)"
4,Reilly,bduran@yahoo.com,WA,F,7,2,"(datetime.datetime(1993, 8, 28, 12, 1, 52), 2964.0298281838336)"
77,Lopez,marybaker@gmail.com,SF,F,15,2,"(datetime.datetime(1993, 8, 28, 13, 1, 52), 2104.216958798661)"
88,Brown,tamaracabrera@yahoo.com,NY,Not Specified,2,2,"(datetime.datetime(1993, 8, 28, 14, 1, 52), 3211.5591397510843)"
75,Gill,amberhuang@yahoo.com,MA,F,12,3,"(datetime.datetime(1993, 8, 28, 15, 1, 52), 2604.5207157831474)"
90,Garcia,parkerbeth@hotmail.com,Texas,M,3,1,"(datetime.datetime(1993, 8, 28, 16, 1, 52), 29.30437153815597)"
71,Sanders,joel26@hotmail.com,MA,F,6,1,"(datetime.datetime(1993, 8, 28, 17, 1, 52), 3375.287000402947)"
80,Erickson,michael88@yahoo.com,SF,F,5,2,"(datetime.datetime(1993, 8, 28, 18, 1, 52), 2280.8525196736136)"
22,Little,jessica99@yahoo.com,MA,F,2,4,"(datetime.datetime(1993, 8, 28, 19, 1, 52), 1469.434389594257)"
42,Harmon,wleonard@hotmail.com,IL,M,11,2,"(datetime.datetime(1993, 8, 28, 20, 1, 52), 410.9422179530999)"
50,Harris,kmolina@gmail.com,SF,F,4,2,"(datetime.datetime(1993, 8, 28, 21, 1, 52), 2428.2996183260607)"
48,Cooper,carlsonmichael@hotmail.com,FL,F,10,2,"(datetime.datetime(1993, 8, 28, 22, 1, 52), 3412.226580922487)"
49,Davis,oliviasanders@hotmail.com,Texas,F,13,3,"(datetime.datetime(1993, 8, 28, 23, 1, 52), 1786.9030112921798)"
53,Park,uhill@hotmail.com,WA,M,8,2,"(datetime.datetime(1993, 8, 29, 0, 1, 52), 3279.5132670358794)"
53,Singleton,harmontiffany@yahoo.com,Texas,F,4,0,"(datetime.datetime(1993, 8, 29, 1, 1, 52), 638.7106345810286)"
47,Crawford,zjohnson@yahoo.com,IL,F,11,2,"(datetime.datetime(1993, 8, 29, 2, 1, 52), 1163.0365070005098)"
29,Johnson,zcarter@hotmail.com,IL,M,8,3,"(datetime.datetime(1993, 8, 29, 3, 1, 52), 3582.280127300257)"
76,Ward,murphyamanda@yahoo.com,SF,F,4,3,"(datetime.datetime(1993, 8, 29, 4, 1, 52), 139.54188395733502)"
50,Davis,shaun35@hotmail.com,WA,M,7,2,"(datetime.datetime(1993, 8, 29, 5, 1, 52), 1824.2960834514595)"
51,Shaw,alexandria99@yahoo.com,NY,Not Specified,8,4,"(datetime.datetime(1993, 8, 29, 6, 1, 52), 130.42111789913434)"
31,Brown,nicolascook@yahoo.com,IL,F,7,2,"(datetime.datetime(1993, 8, 29, 7, 1, 52), 3045.7143029444655)"
59,Carter,acasey@hotmail.com,MA,M,11,2,"(datetime.datetime(1993, 8, 29, 8, 1, 52), 2815.087614852891)"
52,Charles,pattersonlawrence@yahoo.com,WA,F,15,4,"(datetime.datetime(1993, 8, 29, 9, 1, 52), 1715.993103047266)"
72,Smith,jimburnett@gmail.com,MA,F,12,0,"(datetime.datetime(1993, 8, 29, 10, 1, 52), 600.6420994572417)"
68,Howell,lisa83@yahoo.com,FL,M,7,3,"(datetime.datetime(1993, 8, 29, 11, 1, 52), 1830.763560158934)"
61,Sanchez,websterjessica@gmail.com,NY,Not Specified,9,3,"(datetime.datetime(1993, 8, 29, 12, 1, 52), 1336.7792844276764)"
28,Christian,michaelcollins@hotmail.com,MA,F,2,2,"(datetime.datetime(1993, 8, 29, 13, 1, 52), 325.5440515162617)"
39,Mooney,keith17@hotmail.com,Texas,M,13,3,"(datetime.datetime(1993, 8, 29, 14, 1, 52), 1679.0931684487593)"
92,Henderson,ashleyjones@hotmail.com,NY,M,13,3,"(datetime.datetime(1993, 8, 29, 15, 1, 52), 2886.8602860290325)"
79,Green,jwilliams@hotmail.com,MA,F,6,2,"(datetime.datetime(1993, 8, 29, 16, 1, 52), 2915.4142050717924)"
67,Garcia,colekimberly@gmail.com,IL,F,7,3,"(datetime.datetime(1993, 8, 29, 17, 1, 52), 1685.7281129074106)"
45,Barton,martinkeith@gmail.com,SF,F,3,2,"(datetime.datetime(1993, 8, 29, 18, 1, 52), 2146.1249187515805)"
49,Dawson,awilliams@yahoo.com,MA,F,9,3,"(datetime.datetime(1993, 8, 29, 19, 1, 52), 68.03184970560552)"
43,Baxter,qcruz@gmail.com,NY,F,6,2,"(datetime.datetime(1993, 8, 29, 20, 1, 52), 2533.194172288669)"
95,Henry,jray@yahoo.com,SF,F,11,2,"(datetime.datetime(1993, 8, 29, 21, 1, 52), 16.141579650693274)"
100,Scott,cuevaskerri@yahoo.com,SF,F,3,2,"(datetime.datetime(1993, 8, 29, 22, 1, 52), 3449.802273904122)"
23,Hampton,hogandanny@gmail.com,SF,F,9,2,"(datetime.datetime(1993, 8, 29, 23, 1, 52), 969.6204053398278)"
18,Barber,andersonbarbara@hotmail.com,WA,Not Specified,5,2,"(datetime.datetime(1993, 8, 30, 0, 1, 52), 791.3294804706856)"
8,Baker,qgriffin@hotmail.com,MA,Not Specified,8,3,"(datetime.datetime(1993, 8, 30, 1, 1, 52), 3500.8536374694127)"
62,Alvarez,bauercory@gmail.com,IL,F,9,2,"(datetime.datetime(1993, 8, 30, 2, 1, 52), 2458.8217174802653)"
15,Ferguson,dfrench@hotmail.com,WA,Not Specified,6,0,"(datetime.datetime(1993, 8, 30, 3, 1, 52), 2667.146830503474)"
60,Murphy,heather74@yahoo.com,NY,F,7,2,"(datetime.datetime(1993, 8, 30, 4, 1, 52), 1175.5894397039433)"
54,Foster,ychandler@yahoo.com,IL,F,11,0,"(datetime.datetime(1993, 8, 30, 5, 1, 52), 3424.953376628463)"
38,Stephens,timothybailey@yahoo.com,SF,F,4,5,"(datetime.datetime(1993, 8, 30, 6, 1, 52), 3591.7022353568586)"
85,Burns,brucecory@hotmail.com,MA,M,5,2,"(datetime.datetime(1993, 8, 30, 7, 1, 52), 2592.04241589804)"
53,Harrison,jonathan63@gmail.com,MA,Not Specified,14,3,"(datetime.datetime(1993, 8, 30, 8, 1, 52), 1573.1956129591745)"
83,Perez,linda39@gmail.com,Texas,F,10,2,"(datetime.datetime(1993, 8, 30, 9, 1, 52), 2476.642364471585)"
96,Torres,tammykirk@gmail.com,IL,F,15,4,"(datetime.datetime(1993, 8, 30, 10, 1, 52), 837.0495269860485)"
52,Schmitt,whitney50@gmail.com,NY,M,13,0,"(datetime.datetime(1993, 8, 30, 11, 1, 52), 1170.8846838092225)"
67,Schneider,brian46@hotmail.com,IL,M,8,2,"(datetime.datetime(1993, 8, 30, 12, 1, 52), 1580.6727055675872)"
49,Holloway,ericsellers@yahoo.com,MA,F,11,0,"(datetime.datetime(1993, 8, 30, 13, 1, 52), 2177.2784851384768)"
44,Clark,oward@hotmail.com,Texas,F,2,3,"(datetime.datetime(1993, 8, 30, 14, 1, 52), 2047.5971936717863)"
66,Peck,bryantkenneth@gmail.com,SF,F,15,3,"(datetime.datetime(1993, 8, 30, 15, 1, 52), 1722.9883965718284)"
96,Cunningham,madelinepage@yahoo.com,WA,Not Specified,2,3,"(datetime.datetime(1993, 8, 30, 16, 1, 52), 901.2495234938484)"
85,Turner,heather88@hotmail.com,SF,F,12,3,"(datetime.datetime(1993, 8, 30, 17, 1, 52), 333.7342472619246)"
18,Weber,roberta41@gmail.com,MA,F,5,3,"(datetime.datetime(1993, 8, 30, 18, 1, 52), 714.5278438949255)"
83,Rivera,arnoldjonathan@yahoo.com,Texas,M,9,2,"(datetime.datetime(1993, 8, 30, 19, 1, 52), 1879.9813295476197)"
95,Hardy,jenniferjacobson@yahoo.com,FL,F,14,3,"(datetime.datetime(1993, 8, 30, 20, 1, 52), 3194.5908752415357)"
23,Thomas,stanley33@hotmail.com,FL,M,14,5,"(datetime.datetime(1993, 8, 30, 21, 1, 52), 79.54418554545693)"
21,Murillo,andreramirez@gmail.com,NY,F,14,3,"(datetime.datetime(1993, 8, 30, 22, 1, 52), 30.755577420701297)"
24,Walker,scotttodd@gmail.com,FL,F,8,2,"(datetime.datetime(1993, 8, 30, 23, 1, 52), 1847.2904198364783)"
15,Klein,johnwilliamson@gmail.com,Texas,Not Specified,15,2,"(datetime.datetime(1993, 8, 31, 0, 1, 52), 2285.614719089442)"
58,Fitzpatrick,curtisrodney@yahoo.com,Texas,F,3,2,"(datetime.datetime(1993, 8, 31, 1, 1, 52), 3057.4769372501187)"
25,Glenn,michelleparker@yahoo.com,WA,F,3,2,"(datetime.datetime(1993, 8, 31, 2, 1, 52), 3306.7816601913646)"
3,Crawford,anita63@yahoo.com,WA,M,4,2,"(datetime.datetime(1993, 8, 31, 3, 1, 52), 3383.408102163143)"
77,Miller,andrewsampson@gmail.com,SF,F,6,3,"(datetime.datetime(1993, 8, 31, 4, 1, 52), 59.45875605021467)"
19,Garrett,brandonwalker@hotmail.com,Texas,M,12,5,"(datetime.datetime(1993, 8, 31, 5, 1, 52), 2879.854089346296)"
89,Humphrey,ndiaz@yahoo.com,Texas,M,15,2,"(datetime.datetime(1993, 8, 31, 6, 1, 52), 3434.9707799632656)"
66,Gomez,ymontgomery@yahoo.com,SF,F,6,2,"(datetime.datetime(1993, 8, 31, 7, 1, 52), 2039.0141117546734)"
10,Bryant,fgreen@hotmail.com,MA,M,4,5,"(datetime.datetime(1993, 8, 31, 8, 1, 52), 1264.9758509286464)"
67,Sullivan,daniel88@hotmail.com,NY,F,2,1,"(datetime.datetime(1993, 8, 31, 9, 1, 52), 115.44540422420062)"
12,Leonard,aschneider@yahoo.com,WA,F,10,4,"(datetime.datetime(1993, 8, 31, 10, 1, 52), 829.5825173641051)"
81,Hill,martinezmichael@gmail.com,Texas,F,3,3,"(datetime.datetime(1993, 8, 31, 11, 1, 52), 1852.3818770676412)"
28,Murphy,bjohnson@hotmail.com,NY,F,9,2,"(datetime.datetime(1993, 8, 31, 12, 1, 52), 3356.191542910818)"
86,Austin,annramirez@yahoo.com,IL,F,4,4,"(datetime.datetime(1993, 8, 31, 13, 1, 52), 2336.4216415345322)"
33,Valencia,austin75@yahoo.com,SF,F,13,2,"(datetime.datetime(1993, 8, 31, 14, 1, 52), 596.6093013567728)"
63,Hartman,rogersmolly@yahoo.com,NY,M,4,3,"(datetime.datetime(1993, 8, 31, 15, 1, 52), 3491.4547126167445)"
92,Castaneda,kcobb@yahoo.com,MA,M,1,3,"(datetime.datetime(1993, 8, 31, 16, 1, 52), 242.65796171218605)"
69,Evans,ncummings@yahoo.com,MA,F,2,0,"(datetime.datetime(1993, 8, 31, 17, 1, 52), 2345.024921624365)"
36,Miller,ydavis@yahoo.com,FL,M,2,3,"(datetime.datetime(1993, 8, 31, 18, 1, 52), 55.43252878593488)"
10,Robles,cbell@hotmail.com,Texas,M,1,2,"(datetime.datetime(1993, 8, 31, 19, 1, 52), 2876.615170536742)"
53,Mccarthy,anthony31@hotmail.com,Texas,M,2,2,"(datetime.datetime(1993, 8, 31, 20, 1, 52), 3441.348423906549)"
85,Smith,nathanielmartin@yahoo.com,NY,Not Specified,15,3,"(datetime.datetime(1993, 8, 31, 21, 1, 52), 2682.9849148714197)"
49,Wilkins,sandraellis@gmail.com,FL,Not Specified,6,2,"(datetime.datetime(1993, 8, 31, 22, 1, 52), 3595.0700166624565)"
8,Jackson,alexandriasanchez@yahoo.com,Texas,M,1,2,"(datetime.datetime(1993, 8, 31, 23, 1, 52), 714.1910794187213)"
78,Marshall,tjackson@hotmail.com,Texas,M,6,2,"(datetime.datetime(1993, 9, 1, 0, 1, 52), 2401.9470367467034)"
75,Barnes,andreamurphy@yahoo.com,NY,F,6,2,"(datetime.datetime(1993, 9, 1, 1, 1, 52), 113.4387672677367)"
59,Massey,veronicataylor@gmail.com,WA,F,15,2,"(datetime.datetime(1993, 9, 1, 2, 1, 52), 426.54870663691804)"
14,Bowen,francodaniel@hotmail.com,NY,F,9,0,"(datetime.datetime(1993, 9, 1, 3, 1, 52), 3419.9127770683467)"
100,Gonzalez,susan64@hotmail.com,WA,F,12,2,"(datetime.datetime(1993, 9, 1, 4, 1, 52), 2598.793280210562)"
59,Brown,anthonytaylor@hotmail.com,SF,F,14,2,"(datetime.datetime(1993, 9, 1, 5, 1, 52), 1327.40648131824)"
54,Gallegos,gordonkim@gmail.com,Texas,M,13,1,"(datetime.datetime(1993, 9, 1, 6, 1, 52), 3337.4803524959766)"
98,Carter,paynemichael@hotmail.com,SF,M,9,4,"(datetime.datetime(1993, 9, 1, 7, 1, 52), 2683.9709085552836)"
30,Holland,jacksontonya@hotmail.com,Texas,F,4,2,"(datetime.datetime(1993, 9, 1, 8, 1, 52), 108.02405208418642)"
66,Benson,powerschristopher@hotmail.com,WA,F,7,2,"(datetime.datetime(1993, 9, 1, 9, 1, 52), 3064.69352159645)"
26,Valdez,francesrubio@hotmail.com,Texas,F,8,2,"(datetime.datetime(1993, 9, 1, 10, 1, 52), 3394.8624478631914)"
95,Vance,mollyle@gmail.com,NY,F,13,3,"(datetime.datetime(1993, 9, 1, 11, 1, 52), 729.2730726796733)"
38,Ross,wesley30@hotmail.com,IL,M,3,3,"(datetime.datetime(1993, 9, 1, 12, 1, 52), 1674.3425675672027)"
27,Sanders,tdavis@gmail.com,NY,F,14,3,"(datetime.datetime(1993, 9, 1, 13, 1, 52), 3464.3988100597876)"
48,Mcdonald,jmelton@yahoo.com,FL,F,10,2,"(datetime.datetime(1993, 9, 1, 14, 1, 52), 1389.0948174828973)"
31,Holmes,garciaerica@yahoo.com,Texas,F,7,2,"(datetime.datetime(1993, 9, 1, 15, 1, 52), 1122.8977009994642)"
46,Alexander,samantha55@gmail.com,MA,F,11,2,"(datetime.datetime(1993, 9, 1, 16, 1, 52), 283.8129943677837)"
80,Anderson,harrisveronica@yahoo.com,SF,M,7,2,"(datetime.datetime(1993, 9, 1, 17, 1, 52), 3558.8707481470137)"
93,Jacobs,martinkimberly@gmail.com,FL,M,7,2,"(datetime.datetime(1993, 9, 1, 18, 1, 52), 1715.0738599812405)"
52,Miller,trevinopaul@hotmail.com,FL,F,10,2,"(datetime.datetime(1993, 9, 1, 19, 1, 52), 1666.4091265709978)"
22,Bradford,cookpatrick@yahoo.com,MA,F,9,2,"(datetime.datetime(1993, 9, 1, 20, 1, 52), 1256.3035936409944)"
41,Foster,davidkeith@yahoo.com,SF,F,13,2,"(datetime.datetime(1993, 9, 1, 21, 1, 52), 1211.8715097471484)"
24,Wheeler,mejiashane@gmail.com,FL,M,7,1,"(datetime.datetime(1993, 9, 1, 22, 1, 52), 3557.971853341323)"
2,George,ycrawford@yahoo.com,NY,F,15,2,"(datetime.datetime(1993, 9, 1, 23, 1, 52), 3415.0802411769137)"
73,Alvarado,jeanette80@yahoo.com,WA,M,15,2,"(datetime.datetime(1993, 9, 2, 0, 1, 52), 180.76331164585747)"
71,Curtis,nina63@hotmail.com,NY,M,5,2,"(datetime.datetime(1993, 9, 2, 1, 1, 52), 2865.9068004470064)"
94,Reed,carriepierce@yahoo.com,MA,F,4,2,"(datetime.datetime(1993, 9, 2, 2, 1, 52), 3337.24034711379)"
8,Jackson,alexandra67@hotmail.com,FL,M,7,3,"(datetime.datetime(1993, 9, 2, 3, 1, 52), 511.75287551969683)"
39,Monroe,lburch@gmail.com,IL,F,10,3,"(datetime.datetime(1993, 9, 2, 4, 1, 52), 1972.4704071629317)"
18,Morrison,cchambers@yahoo.com,MA,F,6,2,"(datetime.datetime(1993, 9, 2, 5, 1, 52), 1140.843431319353)"
98,Flowers,vlane@yahoo.com,IL,M,5,2,"(datetime.datetime(1993, 9, 2, 6, 1, 52), 622.7497220485907)"
54,Matthews,hansonlisa@hotmail.com,IL,F,9,5,"(datetime.datetime(1993, 9, 2, 7, 1, 52), 2283.1533914737774)"
26,Newman,cervanteserin@hotmail.com,Texas,M,4,4,"(datetime.datetime(1993, 9, 2, 8, 1, 52), 2728.1772885688247)"
66,Watson,vwheeler@hotmail.com,Texas,F,9,3,"(datetime.datetime(1993, 9, 2, 9, 1, 52), 1382.556447107025)"
25,Forbes,carol35@gmail.com,Texas,M,3,2,"(datetime.datetime(1993, 9, 2, 10, 1, 52), 2303.5743501495213)"
99,Reyes,williamsmatthew@hotmail.com,MA,F,6,2,"(datetime.datetime(1993, 9, 2, 11, 1, 52), 3170.289104083359)"
20,Reynolds,frankmercado@yahoo.com,NY,F,10,2,"(datetime.datetime(1993, 9, 2, 12, 1, 52), 2211.1392163709806)"
87,Brown,nancy49@hotmail.com,NY,F,4,2,"(datetime.datetime(1993, 9, 2, 13, 1, 52), 1076.010367760077)"
27,Summers,chadleblanc@yahoo.com,NY,F,14,2,"(datetime.datetime(1993, 9, 2, 14, 1, 52), 1009.4714839167432)"
